10,0
20,0
30,0
40,0
50,0
60,0
70,0
80,0
130,0
220,0
240,0
280,0
300,0
320,0
340,0
360,0
380,0
400,0
420,0
440,0
440,1
500,0
550,0
570,0
570,1
570,2
620,0
620,3
630,0
730,0
730,1
1200,0
1250,0
1500,4
1500,2
1510,4
1510,2
1520,4
1520,2
1530,4
1700,5
1840,6
1840,7
1900,2
1930,5
2100,0
2100,5
2200,0
2210,0
2270,0
2280,0
2290,0
2300,0
2310,0
2320,0
2330,0
2360,0
2400,0
2400,4
2400,5
2420,0
2420,4
2420,5
2500,0
2590,0
2620,0
2630,0
2640,0
2700,9
2700,2
2800,2
2810,2
2820,0
2820,9
2820,2
2840,9
2840,2
2850,9
2850,2
2870,0
2870,9
2990,10
3130,2
3170,5
3170,2
3270,0
3320,11
3480,11
3483,11
3590,2
3700,0
3720,2
3730,0
3830,0
3900,2
3910,2
3920,5
3990,2
4000,4
4500,0
4500,5
4560,0
4560,2
4570,2
4580,2
4700,2
4720,0
4760,2
4770,2
4780,2
4850,2
6000,0
6010,3
6020,0
6030,0
6060,0
6120,0
6120,4
6220,10
6310,0
6310,3
6310,5
6370,0
6370,1
6370,13
6510,0
6510,3
6550,0
6800,0
6810,0
6830,2
6840,0
6850,0
6860,0
6870,0
6880,0
6900,0
6910,0
6920,0
6980,0
7000,0
7000,3
7520,5
7600,2
7650,2
7660,2
7670,0
7670,5
7760,2
7830,2
7940,0
8000,0
8000,3
8080,0
8170,0
8170,2
8190,0
8190,3
8230,0
8230,3
8500,0
8500,1
8500,13
8500,5
8500,2
8600,10
8800,2
8850,0
8870,0
8930,2
8980,0
8980,5
9000,0
9010,0
9030,0
9050,0
9160,0
9180,0
9200,0
9310,2
9340,0
9340,2
9350,2
9420,2
9450,2
9460,0
9480,0
9880,1
9880,13
9880,5
10090,0
10150,0
10150,3
10180,0
10500,2
10680,0
11020,10
11200,0
11450,5
12100,0
12110,0
12120,0
12140,0
12150,0
12170,0
12180,0
12200,0
12200,3
12210,0
12210,3
12220,0
12320,0
12320,5
12360,10
12710,5
12770,5
12810,5
12830,0
12900,4
13140,0
13200,0
13210,0
8140,3
8140,0
2600,0
13230,0
13240,0
13250,0
13500,0
13500,3
13520,0
13530,0
13530,3
13560,0
13570,0
13580,0
13600,0
13600,3
15100,0
15100,3
15120,0
15130,0
15130,3
15170,2
15320,9
15370,2
15560,0
15560,4
15560,16
15620,2
15700,3
15710,3
15740,0
15740,3
15740,2
15750,0
15750,3
15750,2
16720,0
16730,0
16810,2
16900,0
16900,4
16900,9
16900,17
17080,0
17080,1
17300,0
17330,0
17390,0
17390,3
17390,11
17390,5
17390,9
17390,2
17410,0
17410,3
17430,0
17430,10
17440,9
17450,5
17460,0
17460,5
17470,0
17480,2
17500,0
17500,11
17500,1
17500,4
17570,0
17570,1
17570,4
17580,0
17580,1
17580,4
17710,0
17710,2
18500,4
18500,2
18700,0
18700,4
19830,0
19900,0
19980,0
