10500,2436,887,3583
10680,530,241,72
11020,258,63,1006
11200,73,103,2
11450,304,168,53
12100,142,54,202
12110,434,69,585
12120,2611,171,2048
12140,161,93,72
12150,101,78,55
12170,36,8,1
12180,8,12,1
12200,690,561,214
12210,1441,475,2613
12220,0,0,0
12320,645,999,86
12360,92,70,33
12710,421,336,51
12770,73,115,4
12810,505,509,71
12830,400,62,16
12900,355,156,24
13140,64,35,1
13200,73,86,2
13210,466,279,64
13230,336,252,89
13240,244,322,33
13250,130,15,16
13500,226,338,30
13520,272,100,95
13530,324,411,14
13560,406,603,19
13570,466,466,33
13580,121,84,6
13600,129,161,20
15100,479,294,133
15120,483,430,35
15130,223,268,7
15170,754,697,271
15320,39,36,48
15370,1439,1386,204
15560,49,70,2
15620,1250,492,230
15700,202,233,84
15710,120,121,23
15740,107,122,16
15750,68,34,15
16720,132,114,1
16730,161,238,2
16810,330,483,217
16900,135,222,428
17080,247,42,5
17300,229,124,66
17330,105,87,15
17390,825,406,1078
17410,275,213,214
17430,394,326,98
17440,354,36,53
17450,1248,848,186
17460,1426,640,176
17470,308,189,176
17480,3266,399,530
17500,907,143,68
17570,266,143,36
17580,3,4,1
17710,484,233,2
18500,694,209,72
18700,50,41,1
19830,128,185,27
19900,246,92,134
19980,214,269,11
20500,352,242,18
20510,895,630,311
20530,237,320,7
20540,3492,663,76
20550,17,25,6
20570,979,569,77
20820,72,50,1
20900,1001,157,1498
20920,887,327,1307
21000,611,734,150
21090,331,228,41
21100,422,343,47
21130,603,601,514
21670,129,201,4
21680,228,307,1
21690,1004,742,394
21980,376,622,15
22000,78,59,16
22100,1051,219,102
22120,180,255,39
22180,150,183,14
22200,140,144,2
22230,75,81,8
22300,570,310,50
22320,758,253,797
22330,1494,428,1431
22340,536,536,9
22350,414,61,19
22370,867,306,272
22490,2656,1826,669
22600,386,201,69
22610,86,33,1
22650,36,42,3
22670,14,14,1
23310,1445,688,43
23450,97,150,16
23490,361,195,14
24010,2441,512,1818
24200,4647,837,806
24240,519,200,39
24400,350,660,6
24420,32,30,2
24720,930,356,240
24740,382,148,60
24780,512,215,667
24790,598,402,370
24800,794,189,281
24810,537,457,226
24840,178,148,68
24870,346,345,27
24960,1273,425,222
24980,1490,730,202
25000,258,339,39
25800,971,191,87
25890,623,249,154
25900,1980,2382,87
25980,1630,1698,39
26500,209,213,1
26800,103,85,15
26900,100,64,3
28000,164,98,14
29180,188,123,5
29800,156,143,1
31170,197,201,5
31270,80,120,4
31280,225,172,21
31290,67,110,5
32360,367,469,56
32370,1011,579,393
32380,95,34,17
32390,42,28,5
32400,26,18,10
32420,13,17,4
32430,367,267,61
32440,501,152,369
32460,179,241,30
32470,2410,629,1956
32500,250,210,27
32510,432,429,166
32800,535,429,39
33100,240,252,19
33110,73,78,5
33120,131,118,27
33210,253,253,12
33230,1351,892,474
33320,287,423,6
33460,152,80,8
33520,286,498,24
33900,518,792,3
33930,4811,468,517
34010,177,103,9
34030,2584,546,1921
34270,122,34,130
34600,1531,2136,9
34830,508,176,63
34870,307,242,129
34900,189,119,19
35000,27,20,17
35130,186,119,34
35140,784,408,382
35450,1327,207,407
35460,101,160,2
35480,123,80,2
35700,307,186,61
35720,379,247,95
37400,3,3,0
38400,298,31,168
38410,483,152,221
38420,426,583,36
38600,496,681,4
38700,76,80,2
38740,37,17,2
39000,76,43,12
39120,686,246,357
39140,1040,387,533
39150,742,596,239
39190,275,289,48
39200,251,190,56
39210,21362,7218,21521
39500,1311,1211,726
39510,1528,903,641
39540,283,375,196
39650,646,672,8
39660,6,6,2
39680,689,614,82
39690,373,309,33
39800,137,121,5
40100,1776,995,283
40300,185,148,302
40390,195,150,142
40400,408,239,9
40700,173,217,35
40800,257,125,68
40950,395,147,534
40960,361,363,411
40970,759,174,1638
40980,272,434,150
40990,288,292,70
41000,194,142,58
41060,620,153,16
41070,423,239,168
41100,7,12,4
41300,271,261,13
41500,1579,509,55
41700,1195,259,457
41900,255,165,6
42120,141,162,3
42170,251,396,1
42500,95,142,0
42670,397,421,10
42700,1570,534,526
42910,526,253,101
42960,1601,270,1696
42990,2076,2076,7
43000,287,422,4
44350,489,188,307
44360,173,258,18
45200,0,0,0
45700,524,549,9
45740,231,182,41
45760,3580,282,158
45770,422,336,27
46500,206,137,36
46510,181,198,34
47400,499,430,42
47410,4105,187,787
47700,402,281,14
47780,621,546,99
47790,104,53,34
47800,393,399,16
47810,1579,742,629
47870,543,274,126
47890,1877,1207,3502
48000,154,110,276
48190,1368,1060,313
48220,1336,936,179
48240,1937,1485,163
48700,6187,2281,5418
48720,1079,631,270
48950,138,154,2
49520,2866,1008,4052
49540,446,286,51
49600,282,199,6
50130,1648,891,342
50300,286,267,76
50620,485,225,35
55040,624,191,5
55100,902,145,29
55110,216,98,9
55140,331,35,55
55150,718,281,170
55230,1453,833,580
57300,205,80,104
57650,175,312,12
57690,827,184,194
57740,102,114,64
57900,215,130,42
58520,113,103,8
58610,883,547,45
61700,402,595,59
63000,57,61,1
63200,332,221,0
63380,355,186,147
63500,374,149,3
63700,90,64,0
63710,145,155,5
63910,1262,563,104
63940,339,425,9
64000,686,293,83
65540,620,193,539
65560,5,5,2
65600,81,81,18
65730,213,253,4
65740,130,140,9
65780,417,321,8
65790,214,16,28
65800,3273,579,237
65930,423,164,15
65980,1490,918,498
67370,636,184,33
70000,200,96,8
70100,106,127,2
70120,48,48,0
70600,247,131,72
70620,49,68,1
70660,15,19,1
71230,37,49,14
71340,328,153,138
72000,74,76,3
72200,134,71,30
72850,6774,3092,7054
73010,415,598,31
73020,64,102,33
73170,2213,3313,151
78000,1272,781,410
91200,116,95,3
91330,677,677,5
91600,369,191,10
91700,489,233,21
92000,141,197,0
92100,126,122,1
92800,357,124,20
93200,125,161,1
94200,130,147,3
94400,148,90,13
94590,164,286,0
95300,34,20,2
95400,292,312,55
96000,309,308,19
96100,144,135,1
96200,89,83,1
96800,39,50,0
97000,309,340,7
97100,317,317,2
97330,2581,3640,25
98200,256,111,5
98300,490,490,7
98400,130,76,7
98800,1788,523,37
98900,1,1,0
99300,127,217,6
99700,23,25,2
99900,913,81,303
99910,932,956,108
102500,1833,878,90
102600,249,128,20
102840,246,191,12
104200,139,98,3
104900,213,103,26
105000,541,673,13
105450,1507,503,1367
105600,7131,2217,34098
107100,273,188,47
107200,810,285,23
107300,31,12,2
107310,175,148,5
107410,13045,1123,19276
107800,179,211,1
108200,185,145,650
108210,1224,1224,10
108500,52,62,2
108600,1411,594,3861
108710,305,145,133
108800,326,146,95
109600,2922,388,2349
110800,617,492,315
111600,52,96,1
111800,89,125,1
111900,181,137,8
113020,226,145,18
113200,1561,381,534
113400,1562,169,462
113420,1294,55,2
115100,244,214,8
115110,219,296,4
115120,347,495,5
115320,685,412,220
115800,330,343,12
200010,415,394,9
200170,396,244,175
200210,2755,116,3721
200260,1179,618,647
200390,97,97,2
200510,2219,1469,1024
200710,1185,603,557
200900,211,198,33
201210,787,1547,25
201420,181,218,6
201480,34,63,0
201570,196,185,3
201790,720,310,158
201810,778,738,440
201830,228,249,6
201870,815,520,161
202170,1054,1046,36
202750,138,164,15
202970,327,80,203
203140,824,543,240
203160,652,490,1709
203290,352,41,391
203630,399,222,47
203680,107,106,72
203750,392,152,11
203770,2847,234,4354
203830,272,297,15
204030,669,106,69
204060,49,39,1
204100,749,579,258
204120,330,374,185
204180,149,136,2
204240,101,100,8
204300,1219,294,230
204340,201,156,119
204360,527,250,720
204450,720,349,49
204530,306,345,15
204630,284,243,1
204880,649,405,640
205020,120,120,1
205190,236,236,17
205230,133,139,6
205650,193,156,41
205710,62,110,297
205730,207,275,1
205910,148,165,4
205950,130,51,24
206190,274,170,10
206210,388,68,34
206420,1182,718,489
206440,198,169,40
206480,164,142,468
206500,397,82,42
206610,247,272,1
206690,94,52,3
207080,139,193,1
207140,787,374,646
207150,112,114,0
207170,486,356,35
207230,200,30,9
207350,1042,1207,25
207420,118,161,0
207490,168,75,55
207570,11,13,0
207610,600,488,195
207650,65,61,1
207690,226,239,8
208090,315,131,1
208140,577,347,105
208200,353,169,90
208480,1220,775,41
208500,1515,1037,169
208520,554,713,29
208580,1351,597,546
208650,1738,1174,1346
208670,122,91,4
208730,339,257,3
208750,144,188,4
209000,1069,702,418
209080,378,279,18
209100,473,661,16
209160,379,285,72
209190,70,82,1
209540,171,170,1
209650,399,322,58
209670,193,219,19
209730,55,81,1
209790,217,218,0
209830,175,204,2
209870,1423,94,1
210770,322,140,28
210970,350,165,260
211160,28,41,6
211360,99,121,0
211400,184,158,6
211420,2257,551,401
211440,74,106,2
211500,986,31,1118
211600,43,30,31
211740,125,187,31
211820,3794,1324,2247
212010,166,245,8
212070,344,63,368
212390,968,985,5
212480,370,183,90
212500,653,83,1390
212630,410,375,14
212680,1384,613,1243
212740,737,158,1174
212800,257,62,7
213030,403,647,2
213330,572,874,112
213610,821,92,192
213650,225,132,4
213670,882,760,297
213850,2988,2617,34
214150,1093,1759,3
214170,404,251,42
214250,253,304,2
214340,338,155,62
214360,484,560,8
214420,104,18,7
214490,619,236,295
214510,310,143,415
214550,126,141,1
214560,455,262,9
214730,2300,1903,193
214770,354,177,9
214790,49,64,7
214830,234,412,6
214870,553,203,13
214950,6460,2656,8283
214970,174,170,2
215080,1017,179,623
215100,1242,1866,45
215120,3,4,1
215160,472,572,10
215280,1371,258,139
215470,240,128,3
215510,99,87,6
215530,414,227,24
215670,56,80,0
215690,168,126,4
215790,277,296,29
215830,941,201,218
215870,613,1226,0
215930,507,423,172
216890,1209,1637,22
216910,551,792,6
217200,703,174,262
217750,145,146,100
217920,161,231,8
218060,189,119,4
218230,1192,142,1707
218410,584,732,10
218510,326,303,72
218620,5927,689,31848
218640,219,161,21
218680,374,161,81
218740,42,39,1
218820,166,147,8
219150,352,236,146
219340,144,219,2
219640,1247,274,239
219680,26,16,2
219700,9,10,0
219740,1594,421,2439
219780,574,729,58
219830,62,43,65
219890,232,149,17
219910,456,394,28
219950,9,14,4
219990,5015,1420,4283
220160,573,532,10
220200,3886,656,4092
220240,1414,878,900
220260,7334,4408,46
220440,547,325,54
220660,425,420,18
220700,1228,714,225
220740,586,707,26
220780,237,179,6
220820,57,41,7
220860,185,178,1
221040,1004,593,469
221100,9090,2555,28034
221260,328,361,26
221380,2178,676,6317
221540,460,670,56
221640,274,87,27
221680,1124,637,1366
221810,308,331,9
221910,221,123,56
222160,294,294,1
222480,622,404,92
222520,94,161,55
222730,194,104,16
222750,372,451,67
222880,961,254,1016
222940,1053,158,290
222980,167,175,1
223100,519,547,112
223470,518,241,613
223710,149,52,253
223750,483,40,1102
223830,983,903,67
224260,585,131,641
224300,232,232,7
224460,78,61,4
224480,103,105,31
224500,1412,1388,25
224540,428,219,0
224600,746,165,21
224760,179,70,25
224860,58,88,2
224900,398,422,150
224920,41,33,4
224940,1,1,1
224960,19,19,54
224980,67,97,37
225000,14,25,17
225020,5,6,12
225080,188,141,68
225160,178,128,9
225260,344,233,62
225280,95,128,8
225300,3,4,64
225320,65,122,37
225420,669,552,33
225540,1245,381,1579
225600,159,70,2
225640,321,247,115
225840,256,96,491
226120,118,175,2
226580,521,748,117
226700,2441,2049,54
226720,126,178,17
226740,143,172,2
226840,361,180,564
226860,961,423,354
227080,56,51,1
227100,217,189,10
227180,829,135,27
227200,192,259,1
227220,218,107,2
227300,5970,1802,49698
227480,152,159,1
227780,169,244,29
227860,754,885,91
227940,1093,91,3637
228200,1772,684,1866
228280,367,125,539
228300,374,242,16
228360,133,178,6
228380,884,623,1244
228400,264,154,5
229480,274,364,7
230050,126,90,4
230190,571,259,109
230230,1125,878,31
230270,143,265,46
230290,261,187,319
230410,7616,395,54261
230820,341,397,27
230980,105,105,0
231040,113,114,1
231060,36,53,15
231140,101,59,11
231160,272,185,7
231200,82,100,16
231430,2429,295,6906
231740,286,255,10
232010,111,30,31
232050,302,272,72
232090,9636,721,3838
232430,127,151,5
232450,13559,13559,0
232750,94,103,6
232770,185,241,11
232790,476,423,26
232810,215,262,12
232890,727,311,754
232910,1632,928,247
233130,387,195,47
233150,114,100,8
233270,308,164,30
233290,266,226,39
233370,644,710,2
233450,2094,858,1520
233470,168,163,5
233610,131,132,27
233720,182,93,29
233740,295,242,4
233840,385,267,46
233860,5845,3416,2986
233980,546,559,23
234080,488,330,39
234140,1794,1009,839
234190,50,42,6
234270,164,102,23
234330,272,198,533
234390,113,77,2
234630,708,370,272
234650,702,288,46
234670,1269,955,59
234710,393,265,47
234940,226,224,2
241560,1520,819,61
235210,326,286,5
235250,144,167,2
235320,540,540,57
235340,15460,1402,23
235400,11129,22141,96
235460,666,516,133
235540,1959,455,113
235600,746,498,160
235720,14,20,0
235800,831,339,25
236090,496,346,17
236110,1476,139,744
236370,90,101,3
236390,5134,372,35655
236430,3023,2434,239
236450,150,84,14
236510,216,270,8
236690,767,656,896
236730,159,126,2
236850,12790,2432,21006
236870,1095,414,443
237110,750,329,83
237310,343,24,482
237630,211,289,19
237850,1230,1944,14
237870,648,609,25
237930,272,173,40
237950,105,105,5
237990,798,329,72
238010,831,484,345
238050,3,6,0
238070,8,6,4
238090,569,387,297
238210,308,181,31
238240,440,521,2
238260,73,95,44
238280,178,85,2
238320,310,151,292
238370,334,234,88
238430,436,249,41
238460,484,258,438
238750,3018,5454,53
238910,125,183,2
238960,7095,332,10929
239030,372,227,659
239070,266,149,25
239120,742,1223,158
239140,2233,1316,7443
239160,379,193,224
239200,108,28,21
239250,574,678,23
239350,656,138,182
239430,0,0,2
239820,678,400,240
240320,648,137,33
240440,457,721,2
240720,147,80,350
240760,2634,1288,24
241240,128,161,7
241260,541,644,79
241540,865,454,17
241600,643,309,66
241910,590,618,20
241930,1265,932,581
242050,1988,1376,1255
242570,117,126,5
242640,481,469,164
242680,2247,267,169
242700,391,134,103
242720,513,173,13
242760,1698,1040,6917
242860,1218,281,262
242880,125,89,14
242920,1695,868,1085
243040,94,118,12
243120,300,345,5
243200,393,541,24
243470,1420,680,190
243780,301,360,12
243800,275,210,7
243930,146,153,7
243950,885,485,12
243970,186,143,70
244050,785,1416,16
244070,220,297,4
244090,176,192,5
244160,1129,637,185
244210,4076,678,6957
244450,3497,1297,2216
244710,196,281,4
244770,392,570,15
244850,5692,981,8738
244930,133,38,18
245050,129,129,3
245170,372,206,344
245280,383,522,14
245390,273,354,3
245470,335,267,39
245490,652,396,33
245620,836,517,282
246070,134,244,2
246420,939,1135,163
246580,255,109,22
246620,791,368,626
246840,232,324,72
246900,932,396,322
247000,397,378,351
247020,323,253,19
247080,386,202,158
247240,482,192,4
247430,208,26,10
247660,178,188,18
247730,526,326,4
247950,115,131,10
248390,7227,889,417
248550,455,506,2
248570,245,37,140
248610,378,229,60
248650,83,126,2
248820,1068,377,126
248860,612,697,35
249050,503,226,107
249130,1516,568,512
249230,287,293,205
249590,93,141,4
249630,153,164,5
249650,281,180,29
249870,250,400,16
249990,365,335,3
250050,124,151,7
250180,166,140,27
250260,160,193,8
250320,576,580,83
250340,101,115,30
250400,641,190,64
250420,18,12,3
250460,153,82,8
250520,149,180,181
250600,10,9,11
250620,287,402,22
250760,792,469,77
250900,6792,2106,65029
251060,2991,488,1406
251130,372,197,9
251150,2597,1503,125
251170,266,248,4
251410,86,86,0
251470,289,387,22
251530,197,213,1
251570,4731,1026,16437
251730,2224,573,45
251870,114,162,9
251950,86,30,20
251990,143,197,13
252030,332,496,6
252110,136,100,43
252130,189,32,6
252150,895,270,844
252330,237,207,8
252410,156,183,25
252470,673,1114,12
252490,17208,2751,111254
252530,11750,12261,1348
252610,535,316,135
252630,236,276,5
252670,87,133,3
252870,901,813,100
252950,11641,2637,95552
253030,173,83,15
253230,1053,609,309
253250,986,676,245
253430,136,144,65
253710,1734,46,1561
253860,300,273,48
253900,306,268,108
253980,629,250,44
254060,278,301,62
254080,290,302,141
254440,213,334,4
254700,859,467,526
255070,150,195,1
255220,2082,232,74
255300,213,248,6
255320,143,171,12
255420,1089,1091,18
255520,71,36,18
255710,2241,747,19993
256190,741,859,19
256290,410,292,27
257170,714,201,50
257350,339,114,533
257400,171,59,36
257420,925,1322,242
257510,782,515,160
257730,187,168,2
257750,151,135,19
257850,260,92,46
258090,220,270,0
258180,118,126,6
258200,161,177,0
258520,146,178,5
258760,17,20,16
258890,106,135,0
258970,371,239,69
259130,24,36,5
259320,310,274,54
259530,81,48,1
259680,387,213,138
260230,378,413,31
260410,307,355,1
260430,327,79,74
260750,64,86,7
261030,631,600,83
261110,192,177,16
261180,349,243,9
261510,74,80,2
261530,83,117,2
261550,4225,2676,17485
261570,403,306,274
261640,1327,563,520
262060,1777,638,4500
262150,208,250,3
262280,325,177,105
262390,78,59,2
262410,203,38,149
262940,281,391,20
263060,255,191,2
263300,791,791,8
263500,157,99,2
263540,90,73,62
263620,398,702,2
263760,284,212,15
263980,138,113,3
264120,203,156,13
264140,284,219,12
264200,322,235,21
264240,240,281,1
264380,73,88,15
264710,2160,1231,3681
265210,227,147,22
265300,417,155,96
265550,680,481,126
265590,225,283,12
265610,919,1378,18
265630,354,144,170
265770,19,36,0
265890,84,141,11
265930,352,173,130
266010,181,174,11
266130,345,329,6
266150,21,21,3
266210,82,93,17
266310,149,19,22
266410,1243,2411,123
266430,40,53,5
266510,360,241,22
266840,1222,608,1962
267130,0,0,0
267490,340,361,6
267530,2402,873,80
267750,952,1264,0
267920,128,186,1
268050,592,234,190
268130,820,1010,65
268420,468,57,253
268500,3480,1724,5181
268540,310,132,21
268650,1846,954,601
268750,792,580,30
268850,4426,337,2334
268870,219,62,24
268910,841,403,976
269210,831,342,1043
269650,473,781,6
269670,179,200,17
269770,406,577,47
269790,98,135,15
269950,8730,5076,1878
270150,601,346,193
270170,47,77,3
270210,267,114,7
270450,150,196,6
270550,198,228,19
270850,206,146,8
270880,3427,837,5851
271240,439,230,62
271500,25,21,3
271570,99,122,2
271590,11391,6062,145448
271860,173,205,2
271920,121,24,2
272060,131,16,2
272230,879,879,108
272270,167,177,27
272470,441,472,11
272510,1044,504,21
272890,57,66,1
273110,671,69,721
273350,442,122,21
274170,678,306,244
274190,829,367,280
274290,456,152,2
274310,353,545,4
274500,187,164,17
274520,495,109,84
274560,133,119,3
274620,77,102,1
274900,290,296,24
274920,745,136,2952
274940,858,448,195
275200,311,424,7
275390,318,72,33
275470,235,279,2
275490,195,240,1
275670,326,457,7
275850,2905,1135,14615
276810,313,155,206
277430,129,147,16
278080,1292,741,374
278360,448,224,36
278460,339,525,2
278970,127,75,13
279640,229,296,2
279720,234,259,6
280160,391,440,39
280180,312,612,9
280220,1749,2596,273
280640,163,183,122
280680,1079,1079,397
280790,970,168,377
281610,281,205,56
281640,1019,1397,48
281750,143,159,13
281920,177,196,2
281990,5574,1520,13807
282070,773,369,903
282100,257,141,1
282140,429,391,169
282210,274,351,28
282440,331,66,383
282560,1647,2456,26
282660,858,170,56
282800,325,154,186
282900,1039,671,76
283290,116,153,2
283640,853,366,181
283880,196,88,6
284050,288,288,7
284160,3622,763,8328
284240,198,268,1
284930,182,236,1
284950,288,324,2
285010,264,289,2
285160,472,82,291
285190,738,465,145
285310,1162,1331,279
285330,908,1002,179
285580,70,29,0
285800,968,260,54
285900,374,245,453
285920,2293,1385,1872
286000,249,292,10
286040,393,290,2
286100,85,64,4
286120,223,288,1
286160,1694,659,9607
286260,98,141,2
286570,367,363,65
286690,438,347,404
286940,692,118,2
287100,10,13,0
287120,202,239,0
287290,687,260,160
287340,209,277,3
287390,509,409,564
287450,1573,533,772
287630,219,368,38
287700,2728,1045,1916
287920,299,51,19
287980,327,250,115
288160,213,186,52
288470,752,874,158
289070,4742,1692,39481
289090,149,173,1
289130,2201,401,348
289520,1015,894,126
289650,1702,1071,594
289690,156,71,35
289780,8025,16000,15
289950,1262,896,184
290080,5720,2625,730
290300,262,209,46
290340,2182,422,237
290730,72,101,157
290770,165,152,4
290790,381,480,15
291480,740,132,3529
291550,2270,185,26134
291650,1625,590,673
291860,670,459,58
292030,3695,1490,31462
292120,1368,464,427
292140,57,91,110
292370,276,297,0
292380,168,199,1
292390,10,14,2
292410,214,119,18
292500,172,254,4
292570,206,244,0
292620,189,209,2
292630,168,201,1
292730,863,843,192
292910,536,254,155
292930,531,531,10
293180,257,239,1
293260,492,94,130
293540,43,23,1
293760,1135,1428,545
293780,348,192,45
294040,240,280,3
294100,6645,2727,16767
294860,465,275,68
295110,3646,746,3
295690,150,194,0
295790,200,211,14
296050,296,200,3
296300,292,464,28
296470,133,116,22
296490,715,280,127
296870,254,266,3
296910,8,13,1
296970,257,303,20
297000,625,324,1880
297020,204,233,3
297130,158,135,8
297920,67,71,5
298050,1757,2501,362
298110,1850,1486,1020
298160,60,90,13
298180,169,31,1
298260,66,40,1
298520,125,117,1
298600,123,130,3
298610,441,30,111
298630,789,433,66
298900,265,292,4
299260,150,170,0
299360,465,96,63
299480,453,400,2
299740,3883,798,382
300040,27,43,3
300080,531,194,57
300380,278,233,53
300550,591,387,49
301520,1537,194,570
301640,492,253,118
301690,4,4,0
301750,294,342,2
301860,56,52,3
301910,385,271,29
301970,148,178,3
302080,43,47,7
302380,44,25,7
302510,411,348,101
302590,177,49,48
302610,130,141,6
302670,460,62,495
302830,427,95,22
303210,139,104,11
303390,299,357,204
304050,2753,251,2276
304240,449,309,155
304390,2358,611,5152
304430,391,305,353
304530,927,1485,16
304650,273,149,82
304730,969,1105,41
304930,6505,346,25121
305050,123,108,4
305260,485,302,38
305620,2496,458,1769
305640,228,246,2
306020,1445,1011,286
306040,126,152,1
306130,7326,1796,33944
306350,204,222,1
306410,101,112,2
306660,185,132,16
306760,631,835,20
307070,204,217,2
307110,573,701,69
307230,297,411,3
307290,2,3,0
307670,583,748,15
307690,1081,375,497
307780,937,456,460
307880,586,219,13
307960,4125,848,411
308040,177,209,7
308060,137,155,1
308420,315,282,8
308600,928,315,75
310060,166,227,25
310080,148,143,9
310370,29,19,1
310510,276,260,20
310560,598,159,436
310950,4447,664,4056
311210,3523,1580,2389
311240,964,1796,27
311260,641,875,129
311290,495,593,175
311340,318,153,55
311560,1137,810,213
311690,1717,692,1469
311730,217,33,50
311860,313,332,3
312150,39,66,1
312280,64,74,66
312450,153,272,357
312520,748,781,72
312530,1353,321,445
312610,495,459,13
312660,598,440,1506
312670,683,743,69
312750,990,1140,164
312840,413,444,16
312990,102,63,49
313010,610,811,35
313120,1084,638,561
313140,208,238,0
313160,4029,2874,263
313340,226,106,77
313480,419,582,94
313500,1402,1516,35
313630,213,223,8
313690,724,857,223
313730,1094,2183,7
313740,229,159,6
314000,65,16,17
314010,34,46,1
314020,295,389,2
314160,5037,2405,1749
314250,105,162,0
314280,13,14,1
314410,276,280,32
314450,160,200,1
314660,191,204,133
314710,84,111,1
314970,715,99,44
315430,132,122,0
316010,2043,96,91
316790,420,442,34
317250,309,140,2
317360,114,76,39
317410,12,12,1
317470,177,129,95
318100,94,112,2
318430,106,88,1
318600,372,160,21
319180,5733,8485,0
319510,137,122,109
319570,5,5,1
319630,696,171,642
319830,167,74,4
319910,273,311,32
320040,209,222,32
320240,1075,1448,111
320300,922,350,99
320340,150,216,3
321150,241,252,2
321360,3620,5085,242
321400,107,73,11
321480,45,54,2
321800,118,118,135
321960,3495,3775,390
322110,245,234,16
322170,2814,346,8111
322190,210,151,25
322330,1863,507,19159
322500,255,179,79
322680,123,128,3
322770,399,441,1
322780,1555,1161,1
323060,247,329,5
323190,1272,695,1454
323320,220,209,11
323470,1247,598,42
323580,103,51,8
323850,266,156,112
323910,0,0,55
324080,895,934,68
324310,242,280,29
324800,678,298,92
324810,105,42,82
325090,218,109,3
325610,4131,2109,3325
326160,0,0,104
326360,1345,1889,259
326410,136,171,31
326460,1038,662,931
326960,30347,30347,0
327030,385,203,338
327070,1194,1089,393
327140,3120,497,18
327220,467,574,20
327410,122,125,3
327640,311,311,3
327690,194,66,1
327740,124,124,5
327890,109,75,6
328060,8,10,0
328080,1088,975,96
329000,314,320,0
329050,672,570,110
329070,330,488,17
329110,4972,6482,2159
329130,1861,1577,49
329380,177,258,1
329430,710,610,126
329440,61,65,17
330000,125,151,1
330020,343,463,832
330350,116,176,0
330830,765,773,42
330840,569,475,10
331120,10,7,1
331360,121,35,39
331470,885,232,507
331480,215,259,2
331600,1206,558,53
331670,416,438,73
332070,202,115,86
332200,710,806,20
332310,285,193,224
332500,242,136,1
332570,182,249,100
332790,255,279,3
332800,144,61,35
332950,105,40,95
333250,139,170,2
333420,867,925,1184
333600,147,130,89
333640,254,254,168
333930,888,111,280
333950,1471,583,61
334210,267,303,3
334230,2498,1029,912
334920,762,1117,124
335240,1213,65,3328
335300,2279,1562,2293
335330,266,18,0
335430,98,137,0
335670,260,114,53
336510,106,105,1
336520,559,687,2
336670,8,11,0
337000,1005,305,576
337320,1200,810,222
337340,260,314,14
337410,383,383,194
337950,88,31,3
338180,191,42,3
338530,220,226,0
338540,124,173,1
339200,389,530,7
339280,472,143,1
339340,338,304,80
