10,false,259,18567000
20,false,133,4496000
30,false,133,6159000
40,false,133,7063000
50,false,133,8229000
60,false,133,5757000
70,false,259,7956000
80,false,259,9254000
130,false,133,9301000
220,false,259,11441000
240,false,259,14402000
280,false,259,4810000
300,false,259,6020000
320,false,133,11286000
340,false,0,19803000
360,false,259,7237000
380,false,195,4770000
400,false,259,9261000
420,false,195,5049000
440,true,0,51975000
500,false,259,4831000
550,false,259,35271000
570,true,0,173462000
620,false,259,12114000
630,true,0,4256000
730,true,0,77113000
1200,false,133,758000
1250,false,19.99,4630000
1500,false,259,701000
1510,false,249,775000
1520,false,259,864000
1530,false,259,585000
1700,false,299,228000
1840,true,0,1679000
1900,false,129,557000
1930,false,249,989000
2100,false,209,1025000
2200,false,429,459000
2210,false,429,285000
2270,false,299,253000
2280,false,299,753000
2290,false,299,510000
2300,false,299,599000
2310,false,299,597000
2320,false,299,248000
2330,false,109,305000
2360,false,299,351000
2400,false,249,1281000
2420,false,0,373000
2500,false,139,354000
2590,false,99,319000
2600,false,34.99,594000
2620,false,899,304000
2630,false,899,1743000
2640,false,899,237000
2700,false,0,1678000
2800,false,99,334000
2810,false,199,474000
2820,false,279,632000
2840,false,99,388000
2850,false,99,233000
2870,false,499,355000
2990,false,199,316000
3130,false,129,361000
3170,false,249,442000
3270,false,99,226000
3320,false,199,345000
3480,false,199,457000
3483,true,0,365000
3590,false,199,3241000
3700,false,189,571000
3720,false,249,341000
3730,false,129,203000
3830,false,124,2229000
3900,false,599,1528000
3910,false,449,1471000
3920,false,349,662000
3990,false,329,1155000
4000,false,19.99,23032000
4500,false,599,1363000
4560,false,699,3066000
4570,false,469,1163000
4580,false,469,1842000
4700,false,1039,2139000
4720,false,529,364000
4760,false,0,1574000
4770,false,0,541000
4780,false,1039,207000
4850,false,239,263000
6000,false,259,4317000
6010,false,154,256000
6020,false,259,1848000
6030,false,259,585000
6060,false,259,3861000
6120,false,259,239000
6220,false,149,216000
6310,false,299,285000
6370,true,0,594000
6510,false,499,424000
6550,false,699,298000
6800,false,189,881000
6810,false,189,801000
6830,false,189,664000
6840,false,189,633000
6850,false,269,1226000
6860,false,289,1521000
6870,false,149,511000
6880,false,149,1404000
6900,false,259,1153000
6910,false,149,1304000
6920,false,149,1073000
6980,false,249,664000
7000,false,149,498000
7520,false,419,725000
7600,false,349,520000
7650,false,169,735000
7660,false,169,960000
7670,false,0,2463000
7760,false,169,1357000
7830,false,129,402000
7940,false,899,1151000
8000,false,249,578000
8080,false,0,844000
8140,false,8.99,624000
8170,false,0,338000
8190,false,326,4260000
8230,false,0,882000
8500,true,0,3214000
8600,false,99,538000
8800,false,329,824000
8850,false,0,2374000
8870,false,999,4681000
8930,false,499,5770000
8980,false,1099,4459000
9000,false,299,248000
9010,false,299,574000
9030,false,109,209000
9050,false,299,528000
9160,false,349,768000
9180,false,299,307000
9200,false,349,1008000
9310,false,469,516000
9340,false,699,1912000
9350,false,249,937000
9420,false,249,931000
9450,false,469,1740000
9460,false,299,498000
9480,false,249,3412000
9880,true,0,1034000
10090,false,899,2786000
10150,false,224,678000
10180,false,899,7166000
10500,false,1039,2286000
10680,false,529,1424000
11020,true,0,2664000
11200,false,249,307000
11450,false,99,822000
12100,false,399,2678000
12110,false,399,2311000
12120,false,499,5282000
12140,false,399,689000
12150,false,249,582000
12170,false,0,834000
12180,false,0,842000
12200,false,399,1288000
12210,false,1099,3653000
12220,false,0,2007000
12320,false,249,316000
12360,false,299,360000
12710,false,199,734000
12770,false,199,285000
12810,false,199,1063000
12830,false,249,750000
12900,false,249,1309000
13140,true,0,921000
13200,false,249,383000
13210,false,299,819000
13230,false,249,577000
13240,false,199,486000
13250,false,199,447000
13500,false,419,372000
13520,false,419,727000
13530,false,419,392000
13560,false,209,318000
13570,false,419,309000
13580,false,419,278000
13600,false,419,465000
15100,false,419,1127000
15120,false,419,695000
15130,false,209,477000
15170,false,419,485000
15320,false,349,389000
15370,false,419,243000
15560,false,249,226000
15620,false,699,2111000
15700,false,26,7075000
15710,false,26,455000
15740,false,43,498000
15750,false,84,222000
16720,false,133,264000
16730,false,133,300000
16810,false,599,1394000
16900,false,435,212000
17080,true,0,1730000
17300,false,999,1140000
17330,false,999,1795000
17390,false,249,1639000
17410,false,149,2554000
17430,false,299,1005000
17440,false,249,515000
17450,false,999,948000
17460,false,999,1549000
17470,false,999,1841000
17480,false,999,835000
17500,true,0,813000
17570,true,0,1788000
17580,true,0,243000
17710,false,249,389000
18500,false,259,565000
18700,false,249,425000
19830,false,209,290000
19900,false,419,1434000
19980,false,419,290000
20500,false,0,1056000
20510,false,499,913000
20530,false,199,611000
20540,false,699,1789000
20550,false,199,424000
20570,false,699,1688000
20820,false,199,299000
20900,false,199,3147000
20920,false,419,4464000
21000,false,419,471000
21090,false,799,1294000
21100,false,399,1281000
21130,false,299,561000
21670,false,299,246000
21680,false,399,347000
21690,false,699,1538000
21980,false,599,208000
22000,false,360,1139000
22100,false,249,938000
22120,false,49,338000
22180,false,49,585000
22200,false,249,363000
22230,false,249,474000
22300,false,299,836000
22320,false,429,1429000
22330,false,429,1050000
22340,false,299,387000
22350,true,0,1275000
22370,false,499,1972000
22490,false,399,3030000
22600,false,419,905000
22610,false,199,438000
22650,false,249,468000
22670,false,249,318000
23310,false,0,679000
23450,false,489,241000
23490,false,489,1145000
24010,false,515,1024000
24200,true,0,3103000
24240,false,349,3047000
24400,false,199,421000
24420,false,199,338000
24720,false,249,791000
24740,false,0,1838000
24780,false,199,1353000
24790,false,699,727000
24800,false,999,626000
24810,false,699,343000
24840,false,199,338000
24870,false,999,304000
24960,false,999,4222000
24980,false,999,1732000
25000,false,515,856000
25800,false,299,448000
25890,false,199,599000
25900,false,149,396000
25980,false,49,280000
26500,false,154,493000
26800,false,349,1360000
26900,false,299,550000
28000,false,249,725000
29180,false,259,426000
29800,false,40,369000
31170,false,360,219000
31270,false,129,421000
31280,false,0,1210000
31290,false,0,616000
32360,false,259,612000
32370,false,259,1948000
32380,false,154,808000
32390,false,82,279000
32400,false,154,932000
32420,false,435,270000
32430,false,435,1500000
32440,false,435,573000
32460,false,259,338000
32470,false,435,1285000
32500,false,435,514000
32510,false,435,259000
32800,false,0,1385000
33100,false,133,431000
33110,false,133,309000
33120,false,133,273000
33210,false,0,373000
33230,false,419,2147000
33320,false,419,401000
33460,false,419,402000
33520,false,379,434000
33900,false,349,911000
33930,false,499,3781000
34010,false,0,277000
34030,false,24.99,1739000
34270,false,0,1210000
34600,false,199,210000
34830,false,199,857000
34870,false,249,1237000
34900,false,29,429000
35000,false,249,298000
35130,false,249,611000
35140,false,419,2182000
35450,false,399,3382000
35460,false,249,278000
35480,false,179,281000
35700,false,349,2321000
35720,false,499,3135000
37400,false,16,330000
38400,false,299,518000
38410,false,299,1059000
38420,false,299,1088000
38600,false,249,451000
38700,false,129,309000
38740,false,169,249000
39000,true,0,1249000
39120,true,0,2592000
39140,false,279,1308000
39150,false,279,615000
39190,false,149,776000
39200,false,149,594000
39210,false,9.99,2195000
39500,false,199,931000
39510,false,199,686000
39540,false,39,274000
39650,false,199,504000
39660,false,199,238000
39680,false,199,481000
39690,false,399,449000
39800,false,69,438000
40100,false,249,1425000
40300,false,249,729000
40390,false,249,1030000
40400,false,249,418000
40700,false,449,762000
40800,false,299,459000
40950,false,44,1667000
40960,false,159,581000
40970,false,65,1888000
40980,false,159,241000
40990,false,249,383000
41000,false,249,1066000
41060,false,99,323000
41070,false,599,2179000
41100,true,0,273000
41300,true,0,431000
41500,false,249,1559000
41700,false,899,1445000
41900,false,152,432000
42120,false,351,586000
42170,false,349,335000
42500,false,30,269000
42670,false,899,312000
42700,false,1799,4231000
42910,false,199,4334000
42960,false,87,950000
42990,false,349,242000
43000,false,249,215000
44350,false,0,5969000
44360,false,133,201000
45200,false,133,230000
45700,false,529,244000
45740,false,699,650000
45760,false,999,894000
45770,false,699,500000
46500,false,289,650000
46510,false,289,628000
47400,false,149,909000
47410,true,0,1478000
47700,false,999,266000
47780,false,999,1950000
47790,false,999,1324000
47800,false,0,480000
47810,false,1399,1240000
47870,false,0,2068000
47890,false,699,3655000
48000,false,249,3555000
48190,false,829,1702000
48220,false,829,601000
48240,false,829,721000
48700,false,549,3952000
48720,false,249,990000
48950,false,249,206000
49520,false,999,16260000
49540,false,1149,899000
49600,false,199,504000
50130,false,0,3070000
50300,false,649,2198000
50620,false,0,3181000
55040,false,249,229000
55100,false,419,2364000
55110,false,299,1176000
55140,false,299,247000
55150,false,1029,3957000
55230,false,249,4477000
57300,false,83,3782000
57650,false,489,376000
57690,false,649,1983000
57740,false,419,270000
57900,false,499,1002000
58520,false,449,374000
58610,false,249,793000
61700,false,419,255000
63000,false,199,337000
63200,false,99,263000
63380,false,0,3888000
63500,false,154,225000
63700,false,199,474000
63710,false,199,993000
63910,false,299,361000
63940,false,189,210000
64000,false,249,627000
65540,false,199,688000
65560,false,99,229000
65600,false,199,373000
65730,false,499,257000
65740,false,999,313000
65780,false,319,887000
65790,false,149,1823000
65800,false,360,2219000
65930,false,999,2350000
65980,false,1299,1953000
67370,false,649,1874000
70000,false,249,1328000
70100,false,30,264000
70120,false,30,242000
70600,false,329,803000
70620,false,249,214000
70660,false,189,392000
71230,false,299,341000
71340,false,699,1234000
72000,false,249,354000
72200,false,0,707000
72850,false,399,9316000
73010,false,349,318000
73020,false,0,441000
73170,false,199,224000
78000,false,199,480000
91200,false,199,738000
91330,false,349,780000
91600,false,259,983000
91700,false,249,559000
92000,false,129,309000
92100,false,27,437000
92800,false,249,1018000
93200,false,360,335000
94200,false,259,582000
94400,false,249,660000
94590,false,133,503000
95300,false,179,423000
95400,false,279,535000
