10,0
20,0
30,0
40,0
50,0
60,0
70,0
80,0
130,0
220,0
240,0
280,0
300,0
320,0
340,0
360,0
380,0
400,0
420,0
440,0
500,0
550,0
570,0
620,0
630,0
730,0
1200,1
1250,1
1500,2
1510,2
1520,2
1530,2
1700,3
1840,0
1900,4
1900,5
1930,4
2100,6
2200,7
2210,8
2270,9
2280,7
2290,7
2300,7
2310,7
2320,7
2330,7
2360,7
2400,10
2420,11
2500,12
2590,13
2600,14
2620,14
2630,14
2640,14
2700,15
2700,16
2800,17
2810,17
2820,17
2840,17
2850,17
2870,17
2990,18
3170,19
3270,21
3320,22
3320,23
3480,22
3480,23
3483,22
3590,22
3590,23
3700,24
3720,24
3730,24
3830,25
3900,26
3910,26
3920,26
3990,26
4000,0
4500,27
4560,28
4570,28
4580,28
4700,28
4700,29
4700,30
4720,28
4760,28
4770,28
4780,28
4780,29
4780,30
4850,31
6000,32
6000,33
6000,34
6010,32
6010,33
6010,34
6020,32
6020,33
6020,34
6030,32
6030,33
6030,34
6060,33
6060,32
6060,34
6120,35
6220,18
6310,36
6370,37
6510,38
6550,38
6800,39
6810,39
6830,39
6840,39
6850,40
6860,40
6870,41
6880,41
6900,42
6910,41
6920,41
6980,41
7000,41
7520,43
7600,26
7600,29
7650,26
7660,26
7670,26
7760,26
7830,19
7940,14
8000,41
8080,41
8140,41
8170,41
8190,41
8230,44
8500,45
8600,46
8800,26
8850,26
8870,26
8930,26
8930,16
8930,47
8980,26
9000,7
9010,9
9030,7
9050,7
9160,7
9180,7
9200,8
9310,28
9340,28
9350,41
9420,41
9450,28
9460,48
9480,21
9880,49
10090,14
10150,14
10180,14
10500,28
10500,29
10500,30
10680,28
11020,6
11200,12
11450,50
12100,51
12110,51
12120,51
12140,51
12150,51
12170,51
12180,51
12200,51
12210,51
12220,51
12320,18
12360,18
12710,50
12770,50
12810,50
12830,50
13140,53
13200,54
13210,54
13230,54
13240,54
13250,54
13500,6
13520,6
13530,6
13560,6
13570,6
13580,6
13600,6
15100,6
15120,6
15130,6
15170,6
15320,19
15370,6
15560,55
15620,28
15620,56
15700,57
15710,57
15740,57
15750,57
3130,19
16720,58
16730,59
16810,26
16900,60
17080,61
17300,23
17330,23
17390,23
17410,23
17430,23
17440,23
17450,23
17460,23
17470,23
17480,23
17500,62
17570,63
17710,64
18500,65
18700,66
19830,6
19900,6
19980,6
20500,21
20510,31
20530,21
20540,28
20550,21
20570,28
20570,56
20820,67
20900,68
20920,68
21000,69
21090,69
21100,69
21130,69
21670,38
21680,38
21690,38
21980,70
22000,71
22100,72
22120,73
22180,73
22200,74
22230,28
22300,8
22320,8
22330,8
22340,8
22350,8
22370,8
22490,8
22600,75
22610,75
22650,75
22670,75
23310,41
23450,39
23490,39
24010,76
24200,77
24240,77
24400,78
24420,79
24720,23
24740,23
24780,23
24780,16
24790,23
24800,23
24810,23
24840,23
24870,23
24960,23
24980,23
25000,80
25800,78
25890,78
